"","X","station","variable","method","coefficient","p","df","lon","lat","season","var","significance","data","country"
"39150",120011,21323,"pre.ANN","RMSE",0.329965588879723,NA,NA,140.975,42.3116666666667,"ANN","pre",NA,"CRU","amedas"
"32260",116010,21323,"pre.DJF","RMSE",0.487055981329491,NA,NA,140.975,42.3116666666667,"DJF","pre",NA,"NCEP2","amedas"
"39130",118011,21323,"pre.JJA","RMSE",1.09544112011698,NA,NA,140.975,42.3116666666667,"JJA","pre",NA,"CRU","amedas"
"18570",11708,21323,"pre.MAM","RMSE",0.553842868344294,NA,NA,140.975,42.3116666666667,"MAM","pre",NA,"ERA5","amedas"
"18590",11908,21323,"pre.SON","RMSE",0.956005771884918,NA,NA,140.975,42.3116666666667,"SON","pre",NA,"ERA5","amedas"
"32345",125510,22327,"avg_temp.ANN","RMSE",0.513325638300659,NA,NA,142.776666666667,42.1616666666667,"ANN","avg_temp",NA,"NCEP2","amedas"
"18605",12158,22327,"avg_temp.DJF","RMSE",0.726033510318544,NA,NA,142.776666666667,42.1616666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"25475",12359,22327,"avg_temp.JJA","RMSE",0.619986387761324,NA,NA,142.776666666667,42.1616666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"25465",12259,22327,"avg_temp.MAM","RMSE",0.663671095537392,NA,NA,142.776666666667,42.1616666666667,"MAM","avg_temp",NA,"JRA55","amedas"
"32335",124510,22327,"avg_temp.SON","RMSE",0.339579570741692,NA,NA,142.776666666667,42.1616666666667,"SON","avg_temp",NA,"NCEP2","amedas"
"32350",126010,22327,"pre.ANN","RMSE",0.585249651296993,NA,NA,142.776666666667,42.1616666666667,"ANN","pre",NA,"NCEP2","amedas"
"32310",122010,22327,"pre.DJF","RMSE",1.32779948867727,NA,NA,142.776666666667,42.1616666666667,"DJF","pre",NA,"NCEP2","amedas"
"39180",124011,22327,"pre.JJA","RMSE",1.12865050140081,NA,NA,142.776666666667,42.1616666666667,"JJA","pre",NA,"CRU","amedas"
"32320",123010,22327,"pre.MAM","RMSE",0.711434668282535,NA,NA,142.776666666667,42.1616666666667,"MAM","pre",NA,"NCEP2","amedas"
"32340",125010,22327,"pre.SON","RMSE",1.08368909040545,NA,NA,142.776666666667,42.1616666666667,"SON","pre",NA,"NCEP2","amedas"
"25545",13159,23232,"avg_temp.ANN","RMSE",0.233367011970973,NA,NA,140.753333333333,41.8166666666667,"ANN","avg_temp",NA,"JRA55","amedas"
"25505",12759,23232,"avg_temp.DJF","RMSE",0.993529181482324,NA,NA,140.753333333333,41.8166666666667,"DJF","avg_temp",NA,"JRA55","amedas"
"32375",129510,23232,"avg_temp.JJA","RMSE",0.378564174043578,NA,NA,140.753333333333,41.8166666666667,"JJA","avg_temp",NA,"NCEP2","amedas"
"18665",12858,23232,"avg_temp.MAM","RMSE",0.181334431128642,NA,NA,140.753333333333,41.8166666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"25535",13059,23232,"avg_temp.SON","RMSE",0.324405013861407,NA,NA,140.753333333333,41.8166666666667,"SON","avg_temp",NA,"JRA55","amedas"
"32400",132010,23232,"pre.ANN","RMSE",3.61433449445421,NA,NA,140.753333333333,41.8166666666667,"ANN","pre",NA,"NCEP2","amedas"
"32360",128010,23232,"pre.DJF","RMSE",2.23029158342469,NA,NA,140.753333333333,41.8166666666667,"DJF","pre",NA,"NCEP2","amedas"
"32380",130010,23232,"pre.JJA","RMSE",5.84087665747826,NA,NA,140.753333333333,41.8166666666667,"JJA","pre",NA,"NCEP2","amedas"
"32370",129010,23232,"pre.MAM","RMSE",3.40680786313837,NA,NA,140.753333333333,41.8166666666667,"MAM","pre",NA,"NCEP2","amedas"
"39240",131011,23232,"pre.SON","RMSE",3.65176151991048,NA,NA,140.753333333333,41.8166666666667,"SON","pre",NA,"CRU","amedas"
"18745",13758,23281,"avg_temp.ANN","RMSE",7.21380013209037,NA,NA,140.821666666667,41.77,"ANN","avg_temp",NA,"ERA5","amedas"
"18705",13358,23281,"avg_temp.DJF","RMSE",11.9666619701408,NA,NA,140.821666666667,41.77,"DJF","avg_temp",NA,"ERA5","amedas"
"18725",13558,23281,"avg_temp.JJA","RMSE",2.83849081140536,NA,NA,140.821666666667,41.77,"JJA","avg_temp",NA,"ERA5","amedas"
"18715",13458,23281,"avg_temp.MAM","RMSE",7.99172581013799,NA,NA,140.821666666667,41.77,"MAM","avg_temp",NA,"ERA5","amedas"
"18735",13658,23281,"avg_temp.SON","RMSE",6.24042020800127,NA,NA,140.821666666667,41.77,"SON","avg_temp",NA,"ERA5","amedas"
"39300",138011,23281,"pre.ANN","RMSE",4.5351997350522,NA,NA,140.821666666667,41.77,"ANN","pre",NA,"CRU","amedas"
"39260",134011,23281,"pre.DJF","RMSE",2.97464244367911,NA,NA,140.821666666667,41.77,"DJF","pre",NA,"CRU","amedas"
"32430",136010,23281,"pre.JJA","RMSE",4.61454150737415,NA,NA,140.821666666667,41.77,"JJA","pre",NA,"NCEP2","amedas"
"39270",135011,23281,"pre.MAM","RMSE",5.56346511366615,NA,NA,140.821666666667,41.77,"MAM","pre",NA,"CRU","amedas"
"32440",137010,23281,"pre.SON","RMSE",6.42141285809336,NA,NA,140.821666666667,41.77,"SON","pre",NA,"NCEP2","amedas"
"18795",14358,24217,"avg_temp.ANN","RMSE",0.403677005163328,NA,NA,140.123333333333,41.8666666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"18755",13958,24217,"avg_temp.DJF","RMSE",0.717844984113829,NA,NA,140.123333333333,41.8666666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"25625",14159,24217,"avg_temp.JJA","RMSE",0.583425900195478,NA,NA,140.123333333333,41.8666666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"32465",140510,24217,"avg_temp.MAM","RMSE",0.909008492887953,NA,NA,140.123333333333,41.8666666666667,"MAM","avg_temp",NA,"NCEP2","amedas"
"18785",14258,24217,"avg_temp.SON","RMSE",0.893231351716414,NA,NA,140.123333333333,41.8666666666667,"SON","avg_temp",NA,"ERA5","amedas"
"18800",14408,24217,"pre.ANN","RMSE",0.428192382017665,NA,NA,140.123333333333,41.8666666666667,"ANN","pre",NA,"ERA5","amedas"
"25610",14009,24217,"pre.DJF","RMSE",0.850252402619237,NA,NA,140.123333333333,41.8666666666667,"DJF","pre",NA,"JRA55","amedas"
"18780",14208,24217,"pre.JJA","RMSE",0.879658448633016,NA,NA,140.123333333333,41.8666666666667,"JJA","pre",NA,"ERA5","amedas"
"25620",141010,24217,"pre.MAM","RMSE",0.63655582017204,NA,NA,140.123333333333,41.8666666666667,"MAM","pre",NA,"JRA55","amedas"
"18790",14308,24217,"pre.SON","RMSE",1.03346018566249,NA,NA,140.123333333333,41.8666666666667,"SON","pre",NA,"ERA5","amedas"
"18845",14958,31111,"avg_temp.ANN","RMSE",0.173741090132398,NA,NA,141.21,41.2833333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"18805",14558,31111,"avg_temp.DJF","RMSE",0.414922294409801,NA,NA,141.21,41.2833333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"18825",14758,31111,"avg_temp.JJA","RMSE",0.21824110658859,NA,NA,141.21,41.2833333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"25665",14659,31111,"avg_temp.MAM","RMSE",0.256671047313707,NA,NA,141.21,41.2833333333333,"MAM","avg_temp",NA,"JRA55","amedas"
"18835",14858,31111,"avg_temp.SON","RMSE",0.365625163096965,NA,NA,141.21,41.2833333333333,"SON","avg_temp",NA,"ERA5","amedas"
"25700",15009,31111,"pre.ANN","RMSE",0.394856891423383,NA,NA,141.21,41.2833333333333,"ANN","pre",NA,"JRA55","amedas"
"25660",14609,31111,"pre.DJF","RMSE",0.552474534111356,NA,NA,141.21,41.2833333333333,"DJF","pre",NA,"JRA55","amedas"
"39380",148011,31111,"pre.JJA","RMSE",0.645082780480869,NA,NA,141.21,41.2833333333333,"JJA","pre",NA,"CRU","amedas"
"39370",147011,31111,"pre.MAM","RMSE",0.369028791609308,NA,NA,141.21,41.2833333333333,"MAM","pre",NA,"CRU","amedas"
"18840",14908,31111,"pre.SON","RMSE",0.725949815557615,NA,NA,141.21,41.2833333333333,"SON","pre",NA,"ERA5","amedas"
"25745",15559,31312,"avg_temp.ANN","RMSE",0.51862311998417,NA,NA,140.768333333333,40.8216666666667,"ANN","avg_temp",NA,"JRA55","amedas"
"25705",15159,31312,"avg_temp.DJF","RMSE",1.0308343481949,NA,NA,140.768333333333,40.8216666666667,"DJF","avg_temp",NA,"JRA55","amedas"
"25725",15359,31312,"avg_temp.JJA","RMSE",0.191760954113623,NA,NA,140.768333333333,40.8216666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"25715",15259,31312,"avg_temp.MAM","RMSE",0.255708224966192,NA,NA,140.768333333333,40.8216666666667,"MAM","avg_temp",NA,"JRA55","amedas"
"18885",15458,31312,"avg_temp.SON","RMSE",0.255990529305975,NA,NA,140.768333333333,40.8216666666667,"SON","avg_temp",NA,"ERA5","amedas"
"18900",15608,31312,"pre.ANN","RMSE",0.369648465289089,NA,NA,140.768333333333,40.8216666666667,"ANN","pre",NA,"ERA5","amedas"
"39410",152011,31312,"pre.DJF","RMSE",0.620689263349672,NA,NA,140.768333333333,40.8216666666667,"DJF","pre",NA,"CRU","amedas"
"39430",154011,31312,"pre.JJA","RMSE",0.782006969586896,NA,NA,140.768333333333,40.8216666666667,"JJA","pre",NA,"CRU","amedas"
"32570",153010,31312,"pre.MAM","RMSE",0.340147011251469,NA,NA,140.768333333333,40.8216666666667,"MAM","pre",NA,"NCEP2","amedas"
"18890",15508,31312,"pre.SON","RMSE",0.624126052408667,NA,NA,140.768333333333,40.8216666666667,"SON","pre",NA,"ERA5","amedas"
"32645",161510,31436,"avg_temp.ANN","RMSE",6.72427305023735,NA,NA,139.931666666667,40.645,"ANN","avg_temp",NA,"NCEP2","amedas"
"32605",157510,31436,"avg_temp.DJF","RMSE",7.11101144014249,NA,NA,139.931666666667,40.645,"DJF","avg_temp",NA,"NCEP2","amedas"
"18925",15958,31436,"avg_temp.JJA","RMSE",5.98596475072799,NA,NA,139.931666666667,40.645,"JJA","avg_temp",NA,"ERA5","amedas"
"32615",158510,31436,"avg_temp.MAM","RMSE",7.89546006522956,NA,NA,139.931666666667,40.645,"MAM","avg_temp",NA,"NCEP2","amedas"
"32635",160510,31436,"avg_temp.SON","RMSE",4.99019633722948,NA,NA,139.931666666667,40.645,"SON","avg_temp",NA,"NCEP2","amedas"
"25800",16209,31436,"pre.ANN","RMSE",1.31750239085173,NA,NA,139.931666666667,40.645,"ANN","pre",NA,"JRA55","amedas"
"25760",15809,31436,"pre.DJF","RMSE",0.98050974653043,NA,NA,139.931666666667,40.645,"DJF","pre",NA,"JRA55","amedas"
"25780",16009,31436,"pre.JJA","RMSE",3.61114856333626,NA,NA,139.931666666667,40.645,"JJA","pre",NA,"JRA55","amedas"
"25770",15909,31436,"pre.MAM","RMSE",1.67986653473186,NA,NA,139.931666666667,40.645,"MAM","pre",NA,"JRA55","amedas"
"39490",161011,31436,"pre.SON","RMSE",1.37001145655149,NA,NA,139.931666666667,40.645,"SON","pre",NA,"CRU","amedas"
"18995",16754,31602,"avg_temp.ANN","RMSE",0.289946846589639,NA,NA,141.521666666667,40.5266666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"18955",16354,31602,"avg_temp.DJF","RMSE",0.685094319978234,NA,NA,141.521666666667,40.5266666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"18975",16554,31602,"avg_temp.JJA","RMSE",0.36747467564001,NA,NA,141.521666666667,40.5266666666667,"JJA","avg_temp",NA,"ERA5","amedas"
"18965",16454,31602,"avg_temp.MAM","RMSE",0.287692558500257,NA,NA,141.521666666667,40.5266666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"18985",16654,31602,"avg_temp.SON","RMSE",0.235213471644046,NA,NA,141.521666666667,40.5266666666667,"SON","avg_temp",NA,"ERA5","amedas"
"39550",16807,31602,"pre.ANN","RMSE",0.437679818993576,NA,NA,141.521666666667,40.5266666666667,"ANN","pre",NA,"CRU","amedas"
"39510",16407,31602,"pre.DJF","RMSE",1.53856226587368,NA,NA,141.521666666667,40.5266666666667,"DJF","pre",NA,"CRU","amedas"
"18980",16604,31602,"pre.JJA","RMSE",0.768147176478968,NA,NA,141.521666666667,40.5266666666667,"JJA","pre",NA,"ERA5","amedas"
"39520",16507,31602,"pre.MAM","RMSE",0.42452691604904,NA,NA,141.521666666667,40.5266666666667,"MAM","pre",NA,"CRU","amedas"
"39540",16707,31602,"pre.SON","RMSE",0.639051097740906,NA,NA,141.521666666667,40.5266666666667,"SON","pre",NA,"CRU","amedas"
"19045",17354,32402,"avg_temp.ANN","RMSE",0.506861468654266,NA,NA,140.098333333333,39.7166666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"19005",16954,32402,"avg_temp.DJF","RMSE",0.718895370366422,NA,NA,140.098333333333,39.7166666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"19025",17154,32402,"avg_temp.JJA","RMSE",0.860991330315538,NA,NA,140.098333333333,39.7166666666667,"JJA","avg_temp",NA,"ERA5","amedas"
"19015",17054,32402,"avg_temp.MAM","RMSE",0.364812524563159,NA,NA,140.098333333333,39.7166666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"19035",17254,32402,"avg_temp.SON","RMSE",0.323519806970029,NA,NA,140.098333333333,39.7166666666667,"SON","avg_temp",NA,"ERA5","amedas"
"39600",17407,32402,"pre.ANN","RMSE",0.354626771414425,NA,NA,140.098333333333,39.7166666666667,"ANN","pre",NA,"CRU","amedas"
"19010",17004,32402,"pre.DJF","RMSE",0.486267958832198,NA,NA,140.098333333333,39.7166666666667,"DJF","pre",NA,"ERA5","amedas"
"39580",17207,32402,"pre.JJA","RMSE",0.860973743737618,NA,NA,140.098333333333,39.7166666666667,"JJA","pre",NA,"CRU","amedas"
"39570",171010,32402,"pre.MAM","RMSE",0.418611181186904,NA,NA,140.098333333333,39.7166666666667,"MAM","pre",NA,"CRU","amedas"
"25890",17305,32402,"pre.SON","RMSE",0.562317002278881,NA,NA,140.098333333333,39.7166666666667,"SON","pre",NA,"JRA55","amedas"
"39645",17957,33136,"avg_temp.ANN","RMSE",0.274114472480426,NA,NA,141.571666666667,40.1483333333333,"ANN","avg_temp",NA,"CRU","amedas"
"39605",17557,33136,"avg_temp.DJF","RMSE",0.152952034012158,NA,NA,141.571666666667,40.1483333333333,"DJF","avg_temp",NA,"CRU","amedas"
"39625",17757,33136,"avg_temp.JJA","RMSE",0.512211581074263,NA,NA,141.571666666667,40.1483333333333,"JJA","avg_temp",NA,"CRU","amedas"
"39615",17657,33136,"avg_temp.MAM","RMSE",0.405414505508894,NA,NA,141.571666666667,40.1483333333333,"MAM","avg_temp",NA,"CRU","amedas"
"39635",17857,33136,"avg_temp.SON","RMSE",0.243355897049359,NA,NA,141.571666666667,40.1483333333333,"SON","avg_temp",NA,"CRU","amedas"
"25950",18005,33136,"pre.ANN","RMSE",0.6741943104497,NA,NA,141.571666666667,40.1483333333333,"ANN","pre",NA,"JRA55","amedas"
"39610",17607,33136,"pre.DJF","RMSE",0.603503056603245,NA,NA,141.571666666667,40.1483333333333,"DJF","pre",NA,"CRU","amedas"
"25930",17805,33136,"pre.JJA","RMSE",1.42361482620109,NA,NA,141.571666666667,40.1483333333333,"JJA","pre",NA,"JRA55","amedas"
"39620",17707,33136,"pre.MAM","RMSE",0.742482673423369,NA,NA,141.571666666667,40.1483333333333,"MAM","pre",NA,"CRU","amedas"
"25940",17905,33136,"pre.SON","RMSE",1.76172549643241,NA,NA,141.571666666667,40.1483333333333,"SON","pre",NA,"JRA55","amedas"
"19145",18554,33431,"avg_temp.ANN","RMSE",0.636197633222889,NA,NA,141.165,39.6983333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"19105",18154,33431,"avg_temp.DJF","RMSE",0.774562248901171,NA,NA,141.165,39.6983333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"19125",18354,33431,"avg_temp.JJA","RMSE",0.669784033946275,NA,NA,141.165,39.6983333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"19115",18254,33431,"avg_temp.MAM","RMSE",0.657449747173563,NA,NA,141.165,39.6983333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"19135",18454,33431,"avg_temp.SON","RMSE",0.519318830144032,NA,NA,141.165,39.6983333333333,"SON","avg_temp",NA,"ERA5","amedas"
"39700",18607,33431,"pre.ANN","RMSE",0.46260740059811,NA,NA,141.165,39.6983333333333,"ANN","pre",NA,"CRU","amedas"
"39660",18207,33431,"pre.DJF","RMSE",0.566701689396619,NA,NA,141.165,39.6983333333333,"DJF","pre",NA,"CRU","amedas"
"39680",18407,33431,"pre.JJA","RMSE",1.19754569663432,NA,NA,141.165,39.6983333333333,"JJA","pre",NA,"CRU","amedas"
"39670",18307,33431,"pre.MAM","RMSE",0.659082077895796,NA,NA,141.165,39.6983333333333,"MAM","pre",NA,"CRU","amedas"
"25990",18505,33431,"pre.SON","RMSE",1.07698266159232,NA,NA,141.165,39.6983333333333,"SON","pre",NA,"JRA55","amedas"
"39745",19157,33472,"avg_temp.ANN","RMSE",0.272781268266139,NA,NA,141.965,39.6466666666667,"ANN","avg_temp",NA,"CRU","amedas"
"39705",18757,33472,"avg_temp.DJF","RMSE",0.330649807400695,NA,NA,141.965,39.6466666666667,"DJF","avg_temp",NA,"CRU","amedas"
"32875",18956,33472,"avg_temp.JJA","RMSE",0.539325242226228,NA,NA,141.965,39.6466666666667,"JJA","avg_temp",NA,"NCEP2","amedas"
"39715",18857,33472,"avg_temp.MAM","RMSE",0.657478129019552,NA,NA,141.965,39.6466666666667,"MAM","avg_temp",NA,"CRU","amedas"
"39735",19057,33472,"avg_temp.SON","RMSE",0.229128892270845,NA,NA,141.965,39.6466666666667,"SON","avg_temp",NA,"CRU","amedas"
"39750",19207,33472,"pre.ANN","RMSE",0.519812205672347,NA,NA,141.965,39.6466666666667,"ANN","pre",NA,"CRU","amedas"
"39710",18807,33472,"pre.DJF","RMSE",0.348869477075486,NA,NA,141.965,39.6466666666667,"DJF","pre",NA,"CRU","amedas"
"39730",19007,33472,"pre.JJA","RMSE",1.38000100299262,NA,NA,141.965,39.6466666666667,"JJA","pre",NA,"CRU","amedas"
"39720",18907,33472,"pre.MAM","RMSE",0.891989793906078,NA,NA,141.965,39.6466666666667,"MAM","pre",NA,"CRU","amedas"
"39740",19108,33472,"pre.SON","RMSE",1.69861811998678,NA,NA,141.965,39.6466666666667,"SON","pre",NA,"CRU","amedas"
"26095",19755,33877,"avg_temp.ANN","RMSE",2.14306295466605,NA,NA,141.713333333333,39.0633333333333,"ANN","avg_temp",NA,"JRA55","amedas"
"26055",19355,33877,"avg_temp.DJF","RMSE",3.36975308768273,NA,NA,141.713333333333,39.0633333333333,"DJF","avg_temp",NA,"JRA55","amedas"
"26075",19555,33877,"avg_temp.JJA","RMSE",1.01133042400968,NA,NA,141.713333333333,39.0633333333333,"JJA","avg_temp",NA,"JRA55","amedas"
"26065",19455,33877,"avg_temp.MAM","RMSE",2.92859229100505,NA,NA,141.713333333333,39.0633333333333,"MAM","avg_temp",NA,"JRA55","amedas"
"32935",19656,33877,"avg_temp.SON","RMSE",1.26395543291747,NA,NA,141.713333333333,39.0633333333333,"SON","avg_temp",NA,"NCEP2","amedas"
"32950",19806,33877,"pre.ANN","RMSE",1.00527283941992,NA,NA,141.713333333333,39.0633333333333,"ANN","pre",NA,"NCEP2","amedas"
"32910",19406,33877,"pre.DJF","RMSE",1.5440171695831,NA,NA,141.713333333333,39.0633333333333,"DJF","pre",NA,"NCEP2","amedas"
"32930",19606,33877,"pre.JJA","RMSE",1.95206512818937,NA,NA,141.713333333333,39.0633333333333,"JJA","pre",NA,"NCEP2","amedas"
"32920",19506,33877,"pre.MAM","RMSE",1.49104536284892,NA,NA,141.713333333333,39.0633333333333,"MAM","pre",NA,"NCEP2","amedas"
"19240",19704,33877,"pre.SON","RMSE",1.91117805751031,NA,NA,141.713333333333,39.0633333333333,"SON","pre",NA,"ERA5","amedas"
"19295",20354,34292,"avg_temp.ANN","RMSE",0.655283757595636,NA,NA,141.298333333333,38.4266666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"19255",19954,34292,"avg_temp.DJF","RMSE",0.425042614749119,NA,NA,141.298333333333,38.4266666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"26125",20155,34292,"avg_temp.JJA","RMSE",1.46041845134561,NA,NA,141.298333333333,38.4266666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"19265",20054,34292,"avg_temp.MAM","RMSE",1.23066816863819,NA,NA,141.298333333333,38.4266666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"19285",20254,34292,"avg_temp.SON","RMSE",0.261646507559239,NA,NA,141.298333333333,38.4266666666667,"SON","avg_temp",NA,"ERA5","amedas"
"19300",20404,34292,"pre.ANN","RMSE",0.823869642421412,NA,NA,141.298333333333,38.4266666666667,"ANN","pre",NA,"ERA5","amedas"
"19260",20004,34292,"pre.DJF","RMSE",1.39163574411519,NA,NA,141.298333333333,38.4266666666667,"DJF","pre",NA,"ERA5","amedas"
"26130",20205,34292,"pre.JJA","RMSE",1.4876684825589,NA,NA,141.298333333333,38.4266666666667,"JJA","pre",NA,"JRA55","amedas"
"26120",20107,34292,"pre.MAM","RMSE",0.737575762184554,NA,NA,141.298333333333,38.4266666666667,"MAM","pre",NA,"JRA55","amedas"
"19290",20304,34292,"pre.SON","RMSE",0.95614756592827,NA,NA,141.298333333333,38.4266666666667,"SON","pre",NA,"ERA5","amedas"
"19345",20954,34392,"avg_temp.ANN","RMSE",0.690122026577878,NA,NA,140.896666666667,38.2616666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"19305",20554,34392,"avg_temp.DJF","RMSE",0.849834458341519,NA,NA,140.896666666667,38.2616666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"26175",20755,34392,"avg_temp.JJA","RMSE",0.829728125161456,NA,NA,140.896666666667,38.2616666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"26165",20655,34392,"avg_temp.MAM","RMSE",0.287699264915703,NA,NA,140.896666666667,38.2616666666667,"MAM","avg_temp",NA,"JRA55","amedas"
"19335",20854,34392,"avg_temp.SON","RMSE",0.848644989518728,NA,NA,140.896666666667,38.2616666666667,"SON","avg_temp",NA,"ERA5","amedas"
"33050",21006,34392,"pre.ANN","RMSE",2.96970581842402,NA,NA,140.896666666667,38.2616666666667,"ANN","pre",NA,"NCEP2","amedas"
"33010",20606,34392,"pre.DJF","RMSE",1.65119511270666,NA,NA,140.896666666667,38.2616666666667,"DJF","pre",NA,"NCEP2","amedas"
"33030",20806,34392,"pre.JJA","RMSE",4.34655696434535,NA,NA,140.896666666667,38.2616666666667,"JJA","pre",NA,"NCEP2","amedas"
"33020",20706,34392,"pre.MAM","RMSE",3.26570365391206,NA,NA,140.896666666667,38.2616666666667,"MAM","pre",NA,"NCEP2","amedas"
"33040",20906,34392,"pre.SON","RMSE",3.07997273881785,NA,NA,140.896666666667,38.2616666666667,"SON","pre",NA,"NCEP2","amedas"
"26245",21555,35052,"avg_temp.ANN","RMSE",0.827604768050942,NA,NA,139.843333333333,38.9083333333333,"ANN","avg_temp",NA,"JRA55","amedas"
"26205",21155,35052,"avg_temp.DJF","RMSE",0.400677912345048,NA,NA,139.843333333333,38.9083333333333,"DJF","avg_temp",NA,"JRA55","amedas"
"33075",21356,35052,"avg_temp.JJA","RMSE",1.11431322262278,NA,NA,139.843333333333,38.9083333333333,"JJA","avg_temp",NA,"NCEP2","amedas"
"26215",21255,35052,"avg_temp.MAM","RMSE",0.872827248809242,NA,NA,139.843333333333,38.9083333333333,"MAM","avg_temp",NA,"JRA55","amedas"
"26235",21455,35052,"avg_temp.SON","RMSE",0.909328338374666,NA,NA,139.843333333333,38.9083333333333,"SON","avg_temp",NA,"JRA55","amedas"
"33100",21606,35052,"pre.ANN","RMSE",0.68746377906683,NA,NA,139.843333333333,38.9083333333333,"ANN","pre",NA,"NCEP2","amedas"
"39910",21207,35052,"pre.DJF","RMSE",0.376638511798991,NA,NA,139.843333333333,38.9083333333333,"DJF","pre",NA,"CRU","amedas"
"33080",21406,35052,"pre.JJA","RMSE",1.74983211571705,NA,NA,139.843333333333,38.9083333333333,"JJA","pre",NA,"NCEP2","amedas"
"39920",21307,35052,"pre.MAM","RMSE",0.752861828032654,NA,NA,139.843333333333,38.9083333333333,"MAM","pre",NA,"CRU","amedas"
"39940",21507,35052,"pre.SON","RMSE",0.847890403047646,NA,NA,139.843333333333,38.9083333333333,"SON","pre",NA,"CRU","amedas"
"39995",22157,35162,"avg_temp.ANN","RMSE",0.337736316939892,NA,NA,140.311666666667,38.7566666666667,"ANN","avg_temp",NA,"CRU","amedas"
"39955",21757,35162,"avg_temp.DJF","RMSE",0.702048748893113,NA,NA,140.311666666667,38.7566666666667,"DJF","avg_temp",NA,"CRU","amedas"
"39975",21957,35162,"avg_temp.JJA","RMSE",0.342174678970916,NA,NA,140.311666666667,38.7566666666667,"JJA","avg_temp",NA,"CRU","amedas"
"39965",21857,35162,"avg_temp.MAM","RMSE",0.424362037272292,NA,NA,140.311666666667,38.7566666666667,"MAM","avg_temp",NA,"CRU","amedas"
"39985",22057,35162,"avg_temp.SON","RMSE",0.45448362110629,NA,NA,140.311666666667,38.7566666666667,"SON","avg_temp",NA,"CRU","amedas"
"19450",22204,35162,"pre.ANN","RMSE",0.781972937061276,NA,NA,140.311666666667,38.7566666666667,"ANN","pre",NA,"ERA5","amedas"
"19410",21804,35162,"pre.DJF","RMSE",0.614915083886047,NA,NA,140.311666666667,38.7566666666667,"DJF","pre",NA,"ERA5","amedas"
"19430",22004,35162,"pre.JJA","RMSE",1.74038588661287,NA,NA,140.311666666667,38.7566666666667,"JJA","pre",NA,"ERA5","amedas"
"19420",21904,35162,"pre.MAM","RMSE",1.26391037528701,NA,NA,140.311666666667,38.7566666666667,"MAM","pre",NA,"ERA5","amedas"
"19440",22104,35162,"pre.SON","RMSE",1.52926390886666,NA,NA,140.311666666667,38.7566666666667,"SON","pre",NA,"ERA5","amedas"
"40045",22757,36127,"avg_temp.ANN","RMSE",0.240254376323301,NA,NA,140.435,37.7683333333333,"ANN","avg_temp",NA,"CRU","amedas"
"40005",22357,36127,"avg_temp.DJF","RMSE",1.35603644612361,NA,NA,140.435,37.7683333333333,"DJF","avg_temp",NA,"CRU","amedas"
"19475",22554,36127,"avg_temp.JJA","RMSE",0.256836626312384,NA,NA,140.435,37.7683333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"40015",22457,36127,"avg_temp.MAM","RMSE",0.42259128621688,NA,NA,140.435,37.7683333333333,"MAM","avg_temp",NA,"CRU","amedas"
"40035",22657,36127,"avg_temp.SON","RMSE",0.829088956060384,NA,NA,140.435,37.7683333333333,"SON","avg_temp",NA,"CRU","amedas"
"19500",22804,36127,"pre.ANN","RMSE",0.420739488207747,NA,NA,140.435,37.7683333333333,"ANN","pre",NA,"ERA5","amedas"
"19460",22404,36127,"pre.DJF","RMSE",0.84031956979234,NA,NA,140.435,37.7683333333333,"DJF","pre",NA,"ERA5","amedas"
"19480",22604,36127,"pre.JJA","RMSE",0.997239216068054,NA,NA,140.435,37.7683333333333,"JJA","pre",NA,"ERA5","amedas"
"19470",22504,36127,"pre.MAM","RMSE",0.47249257370689,NA,NA,140.435,37.7683333333333,"MAM","pre",NA,"ERA5","amedas"
"19490",22704,36127,"pre.SON","RMSE",0.825536440552719,NA,NA,140.435,37.7683333333333,"SON","pre",NA,"ERA5","amedas"
